annee,matiere,territoire,quantite_generee_donnees_agglo,quantite_collectee_donnees_agglo,taux_recuperation_donnees_agglo,ratio_recuperation_donnees_agglo,quantite_generee_donnees_CMM,quantite_collectee_donnees_CMM,taux_recuperation_donnees_CMM,ratio_recuperation_donnees_CMM
2020,Textiles,Rivière-des-Prairies–Pointe-aux-Trembles,NA,3,NA,,NA,3,NA,NA
2020,Textiles,Rosemont–La Petite-Patrie,NA,13,NA,,NA,13,NA,NA
2020,Textiles,Sainte-Anne-de-Bellevue,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Saint-Laurent,NA,4,NA,,NA,4,NA,NA
2020,Textiles,Saint-Léonard,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Senneville,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Sud-Ouest (Le),NA,0,NA,,NA,0,NA,NA
2020,Textiles,Verdun,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Ville-Marie,NA,0,NA,,NA,0,NA,NA
2020,Textiles,Villeray–Saint-Michel–Parc-Extension,NA,4,NA,,NA,4,NA,NA
2020,Textiles,Westmount,NA,0,NA,,NA,0,NA,NA
2020,Autres (produits électroniques),Agglomération de Montréal,NA,1328,NA,,NA,1328,NA,NA
2020,Autres (produits électroniques),Ville de Montréal,NA,1148,NA,,NA,1148,NA,NA
2020,Autres (produits électroniques),Ahuntsic-Cartierville,NA,120,NA,,NA,120,NA,NA
2020,Autres (produits électroniques),Anjou,NA,3,NA,,NA,3,NA,NA
2020,Autres (produits électroniques),Baie-d'Urfé,NA,4,NA,,NA,4,NA,NA
2020,Autres (produits électroniques),Beaconsfield,NA,14,NA,,NA,14,NA,NA
2020,Autres (produits électroniques),Côte-des-Neiges–Notre-Dame-de-Grâce,NA,170,NA,,NA,170,NA,NA
2020,Autres (produits électroniques),Côte-Saint-Luc,NA,28,NA,,NA,28,NA,NA
2020,Autres (produits électroniques),Dollard-Des Ormeaux,NA,71,NA,,NA,71,NA,NA
2020,Autres (produits électroniques),Dorval,NA,12,NA,,NA,12,NA,NA
2020,Autres (produits électroniques),Hampstead,NA,0,NA,,NA,0,NA,NA
2020,Autres (produits électroniques),L'Île-Bizard–Sainte-Geneviève,NA,0,NA,,NA,0,NA,NA
2020,Autres (produits électroniques),Kirkland,NA,21,NA,,NA,21,NA,NA
2020,Autres (produits électroniques),Lachine,NA,6,NA,,NA,6,NA,NA
2020,Autres (produits électroniques),LaSalle,NA,193,NA,,NA,193,NA,NA
2020,Autres (produits électroniques),Mercier–Hochelaga-Maisonneuve,NA,58,NA,,NA,58,NA,NA
2020,Autres (produits électroniques),Montréal-Est,NA,0,NA,,NA,0,NA,NA
2020,Autres (produits électroniques),Montréal-Nord,NA,30,NA,,NA,30,NA,NA
2020,Autres (produits électroniques),Montréal-Ouest,NA,0,NA,,NA,0,NA,NA
2020,Autres (produits électroniques),Mont-Royal,NA,0,NA,,NA,0,NA,NA
2020,Autres (produits électroniques),Outremont,NA,1,NA,,NA,1,NA,NA
2020,Autres (produits électroniques),Pierrefonds-Roxboro,NA,5,NA,,NA,5,NA,NA
2020,Autres (produits électroniques),Plateau-Mont-Royal (Le),NA,5,NA,,NA,5,NA,NA
2020,Autres (produits électroniques),Pointe-Claire,NA,20,NA,,NA,20,NA,NA
2020,Autres (produits électroniques),Rivière-des-Prairies–Pointe-aux-Trembles,NA,155,NA,,NA,155,NA,NA
2020,Autres (produits électroniques),Rosemont–La Petite-Patrie,NA,114,NA,,NA,114,NA,NA
2020,Autres (produits électroniques),Sainte-Anne-de-Bellevue,NA,5,NA,,NA,5,NA,NA
2020,Autres (produits électroniques),Saint-Laurent,NA,87,NA,,NA,87,NA,NA
2020,Autres (produits électroniques),Saint-Léonard,NA,10,NA,,NA,10,NA,NA
2020,Autres (produits électroniques),Senneville,NA,0,NA,,NA,0,NA,NA
2020,Autres (produits électroniques),Sud-Ouest (Le),NA,24,NA,,NA,24,NA,NA
2020,Autres (produits électroniques),Verdun,NA,11,NA,,NA,11,NA,NA
2020,Autres (produits électroniques),Ville-Marie,NA,1,NA,,NA,1,NA,NA
2020,Autres (produits électroniques),Villeray–Saint-Michel–Parc-Extension,NA,157,NA,,NA,157,NA,NA
2020,Autres (produits électroniques),Westmount,NA,6,NA,,NA,6,NA,0
2020,Ordures ménagères éliminées,Agglomération de Montréal,NA,470431,NA,227,NA,470431,NA,227
2020,Ordures ménagères éliminées,Ville de Montréal,NA,413818,NA,227,NA,413818,NA,227
2020,Ordures ménagères éliminées,Ahuntsic-Cartierville,NA,29614,NA,207,NA,29614,NA,207
2020,Ordures ménagères éliminées,Anjou,NA,10712,NA,230,NA,10712,NA,230
2020,Ordures ménagères éliminées,Baie-d'Urfé,NA,871,NA,221,NA,871,NA,221
2020,Ordures ménagères éliminées,Beaconsfield,NA,3931,NA,197,NA,3931,NA,197
2020,Ordures ménagères éliminées,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,39274,NA,222,NA,39274,NA,222
2020,Ordures ménagères éliminées,Côte-Saint-Luc,NA,8831,NA,251,NA,8831,NA,251
2020,Ordures ménagères éliminées,Dollard-Des Ormeaux,NA,13257,NA,264,NA,13257,NA,264
2020,Ordures ménagères éliminées,Dorval,NA,4274,NA,215,NA,4274,NA,215
2020,Ordures ménagères éliminées,Hampstead,NA,1992,NA,267,NA,1992,NA,267
2020,Ordures ménagères éliminées,L'Île-Bizard–Sainte-Geneviève,NA,4873,NA,244,NA,4873,NA,244
2020,Ordures ménagères éliminées,Kirkland,NA,3977,NA,198,NA,3977,NA,198
2020,Ordures ménagères éliminées,Lachine,NA,12093,NA,254,NA,12093,NA,254
2020,Ordures ménagères éliminées,LaSalle,NA,19478,NA,234,NA,19478,NA,234
2020,Ordures ménagères éliminées,Mercier–Hochelaga-Maisonneuve,NA,32719,NA,224,NA,32719,NA,224
2020,Ordures ménagères éliminées,Montréal-Est,NA,1662,NA,406,NA,1662,NA,406
2020,Ordures ménagères éliminées,Montréal-Nord,NA,22661,NA,254,NA,22661,NA,254
2020,Ordures ménagères éliminées,Montréal-Ouest,NA,1346,NA,254,NA,1346,NA,254
2020,Ordures ménagères éliminées,Mont-Royal,NA,4802,NA,220,NA,4802,NA,220
2020,Ordures ménagères éliminées,Outremont,NA,5259,NA,199,NA,5259,NA,199
2020,Ordures ménagères éliminées,Pierrefonds-Roxboro,NA,18033,NA,240,NA,18033,NA,240
2020,Ordures ménagères éliminées,Plateau-Mont-Royal (Le),NA,24688,NA,226,NA,24688,NA,226
2020,Ordures ménagères éliminées,Pointe-Claire,NA,5553,NA,165,NA,5553,NA,165
2020,Ordures ménagères éliminées,Rivière-des-Prairies–Pointe-aux-Trembles,NA,27567,NA,235,NA,27567,NA,235
2020,Ordures ménagères éliminées,Rosemont–La Petite-Patrie,NA,31886,NA,214,NA,31886,NA,214
2020,Ordures ménagères éliminées,Sainte-Anne-de-Bellevue,NA,1300,NA,258,NA,1300,NA,258
2020,Ordures ménagères éliminées,Saint-Laurent,NA,22671,NA,212,NA,22671,NA,212
2020,Ordures ménagères éliminées,Saint-Léonard,NA,19450,NA,231,NA,19450,NA,231
2020,Ordures ménagères éliminées,Senneville,NA,230,NA,236,NA,230,NA,236
2020,Ordures ménagères éliminées,Sud-Ouest (Le),NA,18941,NA,221,NA,18941,NA,221
2020,Ordures ménagères éliminées,Verdun,NA,15068,NA,206,NA,15068,NA,206
2020,Ordures ménagères éliminées,Ville-Marie,NA,23155,NA,239,NA,23155,NA,239
2020,Ordures ménagères éliminées,Villeray–Saint-Michel–Parc-Extension,NA,35674,NA,240,NA,35674,NA,240
2020,Ordures ménagères éliminées,Westmount,NA,4588,NA,217,NA,4588,NA,217
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Agglomération de Montréal,NA,29700,NA,14,NA,29700,NA,14
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville de Montréal,NA,26803,NA,15,NA,26803,NA,15
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ahuntsic-Cartierville,NA,1719,NA,12,NA,1719,NA,12
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Anjou,NA,188,NA,4,NA,188,NA,4
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Baie-d'Urfé,NA,53,NA,14,NA,53,NA,14
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Beaconsfield,NA,855,NA,43,NA,855,NA,43
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-des-Neiges–Notre-Dame-de-Grâce,NA,1962,NA,11,NA,1962,NA,11
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-Saint-Luc,NA,302,NA,9,NA,302,NA,9
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dollard-Des Ormeaux,NA,69,NA,1,NA,69,NA,1
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dorval,NA,514,NA,26,NA,514,NA,26
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Hampstead,NA,0,NA,0,NA,0,NA,0
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",L'Île-Bizard–Sainte-Geneviève,NA,306,NA,15,NA,306,NA,15
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Kirkland,NA,222,NA,11,NA,222,NA,11
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Lachine,NA,311,NA,7,NA,311,NA,7
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",LaSalle,NA,4855,NA,58,NA,4855,NA,58
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mercier–Hochelaga-Maisonneuve,NA,993,NA,7,NA,993,NA,7
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Est,NA,62,NA,15,NA,62,NA,15
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Nord,NA,1018,NA,11,NA,1018,NA,11
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Ouest,NA,7,NA,1,NA,7,NA,1
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mont-Royal,NA,382,NA,17,NA,382,NA,17
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Outremont,NA,1354,NA,51,NA,1354,NA,51
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pierrefonds-Roxboro,NA,600,NA,8,NA,600,NA,8
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Plateau-Mont-Royal (Le),NA,206,NA,2,NA,206,NA,2
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pointe-Claire,NA,297,NA,9,NA,297,NA,9
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rivière-des-Prairies–Pointe-aux-Trembles,NA,3233,NA,28,NA,3233,NA,28
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rosemont–La Petite-Patrie,NA,2496,NA,17,NA,2496,NA,17
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sainte-Anne-de-Bellevue,NA,87,NA,17,NA,87,NA,17
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Laurent,NA,2339,NA,22,NA,2339,NA,22
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Léonard,NA,561,NA,7,NA,561,NA,7
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Senneville,NA,5,NA,5,NA,5,NA,5
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sud-Ouest (Le),NA,670,NA,8,NA,670,NA,8
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Verdun,NA,285,NA,4,NA,285,NA,4
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville-Marie,NA,318,NA,3,NA,318,NA,3
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Villeray–Saint-Michel–Parc-Extension,NA,3390,NA,23,NA,3390,NA,23
2020,"Résidus de construction, rénovation, démolition et encombrants éliminés",Westmount,NA,41,NA,2,NA,41,NA,2
2021,Matières recyclables,Agglomération de Montréal,298617,171434,"63,09 %",84,252600,159439,"63,12 %",78
2021,Matières recyclables,Ville de Montréal,259444,147752,"62,58 %",83,219036,137222,"62,65 %",77
2021,Matières recyclables,Ahuntsic-Cartierville,18096,9914,"60,20 %",71,15084,9090,"60,27 %",65
2021,Matières recyclables,Anjou,6325,3419,"59,40 %",75,5279,3150,"59,68 %",69
2021,Matières recyclables,Baie-d'Urfé,675,439,"71,48 %",111,589,416,"70,63 %",105
2021,Matières recyclables,Beaconsfield,3245,2205,"74,65 %",110,2848,2086,"73,23 %",104
2021,Matières recyclables,Côte-des-Neiges - Notre-Dame-de-Grâce,23409,13144,"61,70 %",77,19657,12137,"61,75 %",71
2021,Matières recyclables,Côte-Saint-Luc,4757,2291,"52,93 %",66,3891,2085,"53,58 %",60
2021,Matières recyclables,Dollard-Des Ormeaux,7586,3837,"55,57 %",77,6290,3543,"56,33 %",71
2021,Matières recyclables,Dorval,3243,2079,"70,45 %",105,2815,1963,"69,72 %",99
2021,Matières recyclables,Hampstead,1309,773,"64,89 %",103,1122,729,"64,99 %",98
2021,Matières recyclables,L'Île-Bizard - Sainte-Geneviève,3013,1655,"60,37 %",83,2532,1537,"60,72 %",77
2021,Matières recyclables,Kirkland,3201,2160,"74,16 %",108,2804,2042,"72,81 %",102
2021,Matières recyclables,Lachine,7124,3886,"59,94 %",83,5981,3610,"60,35 %",77
2021,Matières recyclables,LaSalle,11845,6672,"61,90 %",82,9981,6192,"62,04 %",76
2021,Matières recyclables,Mercier - Hochelaga-Maisonneuve,20611,12040,"64,19 %",84,17472,11194,"64,07 %",78
2021,Matières recyclables,Montréal-Est,873,405,"50,98 %",94,723,380,"52,55 %",88
2021,Matières recyclables,Montréal-Nord,13297,7279,"60,16 %",84,11175,6767,"60,55 %",78
2021,Matières recyclables,Montréal-Ouest,871,520,"65,58 %",96,746,488,"65,48 %",91
2021,Matières recyclables,Mont-Royal,3389,2120,"68,75 %",97,2921,1991,"68,19 %",91
2021,Matières recyclables,Outremont,3860,2411,"68,64 %",92,3318,2257,"68,01 %",86
2021,Matières recyclables,Pierrefonds-Roxboro,10307,5599,"59,70 %",76,8611,5163,"59,96 %",70
2021,Matières recyclables,Plateau-Mont-Royal (Le),16593,9771,"64,71 %",92,14138,9141,"64,65 %",86
2021,Matières recyclables,Pointe-Claire,5516,3955,"78,79 %",116,4897,3753,"76,65 %",110
2021,Matières recyclables,Rivière-des-Prairies - Pointe-aux-Trembles,17532,10048,"62,98 %",87,14848,9366,"63,08 %",81
2021,Matières recyclables,Rosemont - La Petite-Patrie,21584,13217,"67,29 %",90,18483,12354,"66,84 %",84
2021,Matières recyclables,Sainte-Anne-de-Bellevue,907,547,"66,22 %",109,781,517,"66,19 %",103
2021,Matières recyclables,Saint-Laurent,14121,7914,"61,59 %",76,11847,7301,"61,62 %",70
2021,Matières recyclables,Saint-Léonard,12036,6668,"60,88 %",81,10114,6183,"61,13 %",75
2021,Matières recyclables,Senneville,197,133,"74,28 %",134,174,127,"73,14 %",128
2021,Matières recyclables,Sud-Ouest (Le),12672,7450,"64,60 %",88,10776,6951,"64,50 %",82
2021,Matières recyclables,Verdun,10908,6860,"69,11 %",95,9401,6436,"68,46 %",90
2021,Matières recyclables,Ville-Marie,15089,8543,"62,22 %",89,12774,7979,"62,46 %",83
2021,Matières recyclables,Villeray - Saint-Michel - Parc-Extension,20343,10702,"57,81 %",74,16915,9853,"58,25 %",69
2021,Matières recyclables,Westmount,3403,2218,"71,63 %",107,2964,2096,"70,72 %",101
2021,Matières recyclables,Écocentres,679,561,NA,,647,561,NA,NA
2021,Matières organiques,Agglomération de Montréal,375977,107560,"28,61 %",53,363659,104104,"28,63 %",51
2021,Matières organiques,Ville de Montréal,313778,78056,"24,88 %",44,302962,75022,"24,76 %",42
2021,Matières organiques,Ahuntsic-Cartierville,24577,7309,"29,74 %",52,23770,7071,"29,75 %",51
2021,Matières organiques,Anjou,7622,1489,"19,53 %",33,7342,1411,"19,22 %",31
2021,Matières organiques,Baie-d'Urfé,1240,742,"59,84 %",187,1217,735,"60,42 %",186
2021,Matières organiques,Beaconsfield,6462,4265,"66,00 %",212,6355,4231,"66,57 %",210
2021,Matières organiques,Côte-des-Neiges - Notre-Dame-de-Grâce,27200,5535,"20,35 %",32,26195,5246,"20,02 %",31
2021,Matières organiques,Côte-Saint-Luc,7293,2089,"28,64 %",60,7061,2030,"28,74 %",58
2021,Matières organiques,Dollard-Des Ormeaux,11779,3865,"32,81 %",78,11433,3781,"33,07 %",76
2021,Matières organiques,Dorval,4089,1633,"39,93 %",83,3975,1600,"40,24 %",81
2021,Matières organiques,Hampstead,1629,498,"30,54 %",67,1579,485,"30,70 %",65
2021,Matières organiques,L'Île-Bizard - Sainte-Geneviève,4886,2021,"41,35 %",101,4757,1986,"41,76 %",99
2021,Matières organiques,Kirkland,5759,3563,"61,86 %",177,5653,3529,"62,43 %",176
2021,Matières organiques,Lachine,9902,3069,"30,99 %",66,9597,2989,"31,15 %",64
2021,Matières organiques,LaSalle,13706,2788,"20,34 %",34,13207,2649,"20,06 %",33
2021,Matières organiques,Mercier - Hochelaga-Maisonneuve,23576,5486,"23,27 %",38,22735,5243,"23,06 %",37
2021,Matières organiques,Montréal-Est,1145,157,"13,69 %",36,1105,149,"13,52 %",35
2021,Matières organiques,Montréal-Nord,15955,3254,"20,39 %",37,15388,3106,"20,19 %",36
2021,Matières organiques,Montréal-Ouest,1355,614,"45,28 %",114,1322,605,"45,74 %",112
2021,Matières organiques,Mont-Royal,6007,3330,"55,43 %",153,5881,3293,"55,99 %",151
2021,Matières organiques,Outremont,4684,1625,"34,70 %",62,4538,1581,"34,84 %",60
2021,Matières organiques,Pierrefonds-Roxboro,16185,6251,"38,62 %",85,15732,6125,"38,93 %",83
2021,Matières organiques,Plateau-Mont-Royal (Le),18217,3820,"20,97 %",36,17560,3638,"20,72 %",34
2021,Matières organiques,Pointe-Claire,9033,5738,"63,52 %",168,8866,5680,"64,06 %",166
2021,Matières organiques,Rivière-des-Prairies - Pointe-aux-Trembles,22870,7075,"30,94 %",61,22152,6879,"31,05 %",60
2021,Matières organiques,Rosemont - La Petite-Patrie,24227,6570,"27,12 %",45,23396,6321,"27,02 %",43
2021,Matières organiques,Sainte-Anne-de-Bellevue,1223,463,"37,81 %",92,1190,454,"38,16 %",90
2021,Matières organiques,Saint-Laurent,18199,5099,"28,02 %",49,17590,4922,"27,98 %",47
2021,Matières organiques,Saint-Léonard,14981,3652,"24,38 %",44,14467,3512,"24,28 %",43
2021,Matières organiques,Senneville,429,294,"68,64 %",296,423,293,"69,24 %",294
2021,Matières organiques,Sud-Ouest (Le),14239,3218,"22,60 %",38,13732,3074,"22,38 %",36
2021,Matières organiques,Verdun,10762,2218,"20,61 %",31,10358,2096,"20,24 %",29
2021,Matières organiques,Ville-Marie,15211,1396,"9,18 %",15,14593,1233,"8,45 %",13
2021,Matières organiques,Villeray - Saint-Michel - Parc-Extension,25784,5438,"21,09 %",38,24868,5193,"20,88 %",36
2021,Matières organiques,Westmount,4756,2256,"47,42 %",109,4639,2220,"47,87 %",107
2021,Matières organiques,Écocentres,992,745,NA,,984,745,NA,NA
2021,"Résidus de construction, rénovation, démolition et encombrants",Agglomération de Montréal,237376,167893,"70,73 %",83,195036,102917,"52,77 %",51
2021,"Résidus de construction, rénovation, démolition et encombrants",Ville de Montréal,213396,151585,"71,03 %",85,176236,94547,"53,65 %",53
2021,"Résidus de construction, rénovation, démolition et encombrants",Ahuntsic-Cartierville,10007,6931,"69,26 %",50,7002,2470,"35,27 %",18
2021,"Résidus de construction, rénovation, démolition et encombrants",Anjou,3413,2312,"67,73 %",51,2477,858,"34,65 %",19
2021,"Résidus de construction, rénovation, démolition et encombrants",Baie-d'Urfé,361,243,"67,31 %",61,276,116,"42,10 %",29
2021,"Résidus de construction, rénovation, démolition et encombrants",Beaconsfield,3202,1945,"60,75 %",97,2744,1302,"47,44 %",65
2021,"Résidus de construction, rénovation, démolition et encombrants",Côte-des-Neiges - Notre-Dame-de-Grâce,12015,8346,"69,46 %",49,8392,2895,"34,50 %",17
2021,"Résidus de construction, rénovation, démolition et encombrants",Côte-Saint-Luc,3059,1998,"65,32 %",57,2382,882,"37,04 %",25
2021,"Résidus de construction, rénovation, démolition et encombrants",Dollard-Des Ormeaux,3285,2094,"63,73 %",42,2364,505,"21,38 %",10
2021,"Résidus de construction, rénovation, démolition et encombrants",Dorval,3260,2461,"75,48 %",125,2836,1830,"64,51 %",93
2021,"Résidus de construction, rénovation, démolition et encombrants",Hampstead,596,430,"72,18 %",58,453,191,"42,29 %",26
2021,"Résidus de construction, rénovation, démolition et encombrants",L'Île-Bizard - Sainte-Geneviève,1781,1061,"59,58 %",53,1383,421,"30,45 %",21
2021,"Résidus de construction, rénovation, démolition et encombrants",Kirkland,2181,1545,"70,82 %",77,1724,903,"52,35 %",45
2021,"Résidus de construction, rénovation, démolition et encombrants",Lachine,3616,2311,"63,91 %",49,2697,815,"30,24 %",17
2021,"Résidus de construction, rénovation, démolition et encombrants",LaSalle,5640,3621,"64,20 %",45,3961,1021,"25,79 %",13
2021,"Résidus de construction, rénovation, démolition et encombrants",Mercier - Hochelaga-Maisonneuve,10861,7306,"67,27 %",51,7805,2724,"34,90 %",19
2021,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Est,431,245,"56,76 %",57,377,107,"28,42 %",25
2021,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Nord,8224,5345,"65,00 %",62,6521,2572,"39,43 %",30
2021,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Ouest,429,320,"74,67 %",59,319,148,"46,35 %",27
